id,edad,ingresos,genero,estado_civil,num_hijos,num_tarjetas,modalidad_pago,hipoteca,prestamos,riesgo
100603,33,52173,F,Casado,0,2,Mensual,Si,0,0
100346,43,52118,M,Casado,1,2,Mensual,Si,1,0
100377,30,51945,F,Casado,1,1,Mensual,Si,1,0
100727,31,51939,M,Casado,0,1,Mensual,Si,0,0
100671,38,51859,F,Casado,0,2,Mensual,Si,1,0
100767,30,51724,M,Casado,1,1,Mensual,Si,1,0
100697,32,51561,M,Casado,0,2,Mensual,Si,0,0
100765,43,51498,M,Casado,0,1,Mensual,Si,1,0
100797,47,51385,F,Casado,0,1,Mensual,Si,0,0
100324,47,51383,F,Casado,0,2,Mensual,Si,1,0
100419,47,51219,M,Casado,0,2,Mensual,Si,1,0
100662,26,50833,M,Casado,1,1,Mensual,Si,1,0
100754,30,50816,M,Casado,0,2,Mensual,Si,1,0
100375,40,50808,F,Casado,1,2,Mensual,Si,0,0
100490,59,50799,M,Casado,1,2,Mensual,Si,0,0
100664,85,50631,F,Casado,0,2,Mensual,Si,0,1
100621,44,66351,F,Casado,1,2,Mensual,Si,0,0
100793,52,50552,M,Casado,0,1,Mensual,Si,0,1
100493,25,50515,F,Casado,0,1,Mensual,Si,1,0
100593,51,50445,M,Casado,0,1,Mensual,Si,1,0
100500,84,50302,M,Casado,1,2,Mensual,Si,0,0
100322,30,50295,F,Casado,1,1,Mensual,Si,0,0
100628,32,50199,F,Casado,0,1,Mensual,Si,0,0
100571,54,50076,M,Casado,1,1,Mensual,Si,1,0
100529,40,50075,M,Casado,0,2,Mensual,Si,0,0
100535,21,49988,F,Casado,1,2,Mensual,Si,0,0
100799,33,49866,F,Casado,0,1,Mensual,Si,0,0
100660,68,49850,M,Casado,0,2,Mensual,Si,1,1
100731,35,49789,F,Casado,0,2,Mensual,Si,0,0
100344,35,104975,M,Casado,0,1,Mensual,Si,1,1
100373,53,49678,M,Casado,0,2,Mensual,Si,0,0
100622,45,49600,M,Casado,1,2,Mensual,Si,1,0
100594,35,49529,F,Casado,1,1,Mensual,Si,0,0
100705,31,49485,M,Casado,1,1,Mensual,Si,1,1
100605,85,49415,M,Casado,0,1,Mensual,Si,0,1
100487,63,49409,M,Casado,1,2,Mensual,Si,1,0
100604,47,49407,M,Casado,1,2,Mensual,Si,0,0
100378,48,49075,M,Casado,1,2,Mensual,Si,0,0
100382,37,49008,F,Casado,1,2,Mensual,Si,0,0
100423,44,49007,M,Casado,1,1,Mensual,Si,0,1
100532,36,48931,M,Casado,1,2,Mensual,Si,0,0
100802,29,48607,F,Casado,1,2,Mensual,Si,1,0
100623,45,48599,M,Casado,0,1,Mensual,Si,1,0
100388,35,48511,M,Casado,0,1,Mensual,Si,0,0
100693,46,48414,M,Casado,1,2,Mensual,Si,0,0
100293,49,48336,M,Casado,1,2,Mensual,Si,0,0
100489,47,48084,M,Casado,0,2,Mensual,Si,1,0
100527,28,48061,F,Casado,1,2,Mensual,Si,0,0
100411,34,47833,M,Casado,1,1,Mensual,Si,0,0
100495,35,47734,M,Casado,0,2,Mensual,Si,1,0
100732,57,47623,F,Casado,0,2,Mensual,Si,1,0
100422,56,47623,M,Casado,0,1,Mensual,Si,1,0
100661,30,47568,F,Casado,0,2,Mensual,Si,1,0
100539,25,47470,F,Casado,1,1,Mensual,Si,0,0
100499,85,47422,F,Casado,0,2,Mensual,Si,1,1
100595,46,47161,M,Casado,1,2,Mensual,Si,1,0
100798,25,47111,M,Casado,0,2,Mensual,Si,1,0
100759,32,47035,M,Casado,0,1,Mensual,Si,0,0
100456,58,47026,M,Casado,1,2,Mensual,Si,0,0
100596,85,47019,M,Casado,0,1,Mensual,Si,1,0
100706,80,46965,F,Casado,1,1,Mensual,Si,1,0
100323,45,46955,M,Casado,0,2,Mensual,Si,1,0
100451,39,46949,F,Casado,0,2,Mensual,Si,1,0
100565,27,46823,M,Casado,0,1,Mensual,Si,1,0
100491,40,46785,F,Casado,1,1,Mensual,Si,1,1
100458,28,46645,M,Casado,1,1,Mensual,Si,0,0
100701,34,46501,F,Casado,1,2,Mensual,Si,1,0
100569,54,46168,F,Casado,1,1,Mensual,Si,1,0
100707,36,46119,M,Casado,1,1,Mensual,Si,0,0
100625,35,67398,F,Casado,1,2,Mensual,Si,0,0
100468,38,45970,M,Casado,0,1,Mensual,Si,0,0
100470,85,45949,F,Casado,1,1,Mensual,Si,0,0
100579,27,45904,F,Casado,1,1,Mensual,Si,0,0
100453,44,45869,F,Casado,0,2,Mensual,Si,1,0
100516,77,45849,M,Casado,1,2,Mensual,Si,1,0
100581,38,45841,F,Casado,1,2,Mensual,Si,0,0
100338,63,45813,F,Casado,1,1,Mensual,Si,0,0
100578,25,45750,F,Casado,0,1,Mensual,Si,1,0
100561,36,45721,M,Casado,0,1,Mensual,Si,1,0
100282,29,45715,M,Casado,0,2,Mensual,Si,1,0
100684,38,45712,F,Casado,1,2,Mensual,Si,0,0
100273,39,45706,F,Casado,0,2,Mensual,Si,1,0
100343,40,45687,M,Casado,1,2,Mensual,Si,1,0
100485,54,45673,M,Casado,0,1,Mensual,Si,0,0
100472,20,45659,F,Casado,0,1,Mensual,Si,1,0
100688,31,45654,M,Casado,0,2,Mensual,Si,0,0
100512,42,53646,M,Casado,0,1,Mensual,Si,0,0
100679,22,45584,F,Casado,1,1,Mensual,Si,0,0
100683,50,45549,M,Casado,1,1,Mensual,Si,0,0
100600,31,45537,M,Casado,0,2,Mensual,Si,1,0
100436,37,45518,F,Casado,1,1,Mensual,Si,1,0
100618,55,45463,M,Casado,0,2,Mensual,Si,1,0
100763,64,45452,F,Casado,1,1,Mensual,Si,1,1
100536,50,45450,F,Casado,0,1,Mensual,Si,0,0
100558,26,45419,F,Casado,0,2,Mensual,Si,0,0
100722,49,45390,F,Casado,0,2,Mensual,Si,0,0
100703,51,45368,F,Casado,0,2,Mensual,Si,1,0
100733,47,45318,M,Casado,1,1,Mensual,Si,1,0
100745,68,45313,F,Casado,0,2,Mensual,Si,1,0
100650,40,45283,F,Casado,1,1,Mensual,Si,1,0
100588,67,45266,F,Casado,0,1,Mensual,Si,0,0
100587,67,45246,F,Casado,0,1,Mensual,Si,1,0
100718,51,45240,M,Casado,0,2,Mensual,Si,1,0
100449,44,45238,F,Casado,0,2,Mensual,Si,1,0
100716,47,88910,M,Casado,1,2,Mensual,Si,1,0
100330,75,45217,M,Casado,0,1,Mensual,Si,0,1
100337,59,45209,M,Casado,1,2,Mensual,Si,0,0
100746,27,45194,M,Casado,1,2,Mensual,Si,1,0
100531,46,45159,F,Casado,1,1,Mensual,Si,0,0
100505,29,45153,F,Casado,0,2,Mensual,Si,1,0
100365,31,45115,F,Casado,1,2,Mensual,Si,1,0
100562,34,45103,F,Casado,0,1,Mensual,Si,1,0
100537,24,45081,F,Casado,0,2,Mensual,Si,1,0
100430,28,45066,M,Casado,0,1,Mensual,Si,1,0
100284,70,45049,M,Casado,1,2,Mensual,Si,1,0
100741,31,45001,F,Casado,0,1,Mensual,Si,1,0
100394,54,44997,F,Casado,0,1,Mensual,Si,1,0
100285,42,44974,M,Casado,1,2,Mensual,Si,0,0
100288,48,44956,F,Casado,0,2,Mensual,Si,1,0
100523,49,44936,F,Casado,1,1,Mensual,Si,0,0
100691,28,44898,M,Casado,1,1,Mensual,Si,0,0
100334,54,44895,F,Casado,1,2,Mensual,Si,1,0
100602,26,44892,M,Casado,1,2,Mensual,Si,0,0
100403,30,44831,M,Casado,1,1,Mensual,Si,1,0
100764,49,44787,M,Casado,1,2,Mensual,Si,0,0
100329,27,44781,M,Casado,1,1,Mensual,Si,0,0
100440,21,44772,M,Casado,1,1,Mensual,Si,0,0
100279,45,44756,F,Casado,1,1,Mensual,Si,1,0
100677,23,44728,F,Casado,0,2,Mensual,Si,0,0
100620,51,44705,F,Casado,1,1,Mensual,Si,0,1
100402,35,44684,F,Casado,1,1,Mensual,Si,1,0
100720,44,44682,F,Casado,0,1,Mensual,Si,1,0
100627,44,44671,F,Casado,1,2,Mensual,Si,1,0
100399,52,44617,F,Casado,1,2,Mensual,Si,1,0
100361,49,44613,M,Casado,0,2,Mensual,Si,0,0
100676,27,44597,F,Casado,1,2,Mensual,Si,0,0
100681,36,44582,F,Casado,0,1,Mensual,Si,1,0
100641,44,44534,M,Casado,0,2,Mensual,Si,0,0
100320,68,44483,F,Casado,0,2,Mensual,Si,0,0
100580,50,44477,F,Casado,0,1,Mensual,Si,0,0
100549,65,44460,M,Casado,0,1,Mensual,Si,1,0
100496,45,44449,M,Casado,1,1,Mensual,Si,0,0
100396,60,44442,M,Casado,1,1,Mensual,Si,0,0
100534,43,44413,M,Casado,0,2,Mensual,Si,0,0
100752,58,44395,M,Casado,1,2,Mensual,Si,1,1
100521,34,44394,M,Casado,1,1,Mensual,Si,0,0
100586,71,44378,F,Casado,1,2,Mensual,Si,0,0
100533,47,44363,M,Casado,0,1,Mensual,Si,1,0
100476,24,44318,M,Casado,1,1,Mensual,Si,0,0
100737,45,44306,F,Casado,0,2,Mensual,Si,1,1
100615,50,44298,F,Casado,0,2,Mensual,Si,0,0
100781,55,44294,M,Casado,1,2,Mensual,Si,1,0
100548,83,44272,F,Casado,0,1,Mensual,Si,1,1
100442,33,44271,F,Casado,0,1,Mensual,Si,1,0
100682,83,44270,F,Casado,0,2,Mensual,Si,1,1
100784,39,44261,M,Casado,0,1,Mensual,Si,1,0
100792,30,44230,F,Casado,1,2,Mensual,Si,0,0
100432,33,44202,F,Casado,0,2,Mensual,Si,0,0
100280,49,44202,M,Casado,1,2,Mensual,Si,0,0
100445,29,44194,M,Casado,0,2,Mensual,Si,1,0
100363,35,44193,F,Casado,1,1,Mensual,Si,0,0
100398,45,44187,F,Casado,1,1,Mensual,Si,0,0
100417,71,44159,M,Casado,1,1,Mensual,Si,0,0
100715,54,44150,M,Casado,0,2,Mensual,Si,1,0
100503,40,44095,F,Casado,0,1,Mensual,Si,0,0
100790,48,44072,M,Casado,1,1,Mensual,Si,0,1
100360,43,44052,F,Casado,0,2,Mensual,Si,0,0
100465,26,44048,M,Casado,1,1,Mensual,Si,0,0
100635,77,44039,F,Casado,1,2,Mensual,Si,1,0
100585,72,44010,F,Casado,0,2,Mensual,Si,1,0
100736,38,44005,M,Casado,1,2,Mensual,Si,1,0
100407,33,43989,M,Casado,0,1,Mensual,Si,1,0
100522,26,43982,M,Casado,1,2,Mensual,Si,0,0
100696,50,43977,M,Casado,0,1,Mensual,Si,1,0
100510,50,43976,F,Casado,0,2,Mensual,Si,0,0
100310,29,43972,F,Casado,0,1,Mensual,Si,1,0
100409,43,43957,F,Casado,1,2,Mensual,Si,1,0
100353,54,43908,F,Casado,0,1,Mensual,Si,0,0
100424,32,43895,F,Casado,0,1,Mensual,Si,1,0
100439,36,43890,F,Casado,0,2,Mensual,Si,1,0
100444,36,43888,M,Casado,0,1,Mensual,Si,1,0
100749,30,43876,F,Casado,1,2,Mensual,Si,1,0
100443,37,43874,M,Casado,0,2,Mensual,Si,1,0
100511,23,43835,M,Casado,0,2,Mensual,Si,1,0
100785,36,43823,M,Casado,1,2,Mensual,Si,1,0
100506,36,43820,M,Casado,1,2,Mensual,Si,0,0
100283,38,43800,M,Casado,1,2,Mensual,Si,0,0
100454,47,43799,M,Casado,1,1,Mensual,Si,0,0
100303,26,43795,M,Casado,0,2,Mensual,Si,0,0
100760,27,43794,F,Casado,0,2,Mensual,Si,0,0
100477,30,43761,F,Casado,0,1,Mensual,Si,0,0
100473,25,43750,M,Casado,1,1,Mensual,Si,1,0
100642,49,43739,M,Casado,1,1,Mensual,Si,1,0
100551,32,43707,F,Casado,1,1,Mensual,Si,0,0
100624,39,43677,F,Casado,0,1,Mensual,Si,0,0
100721,29,43669,M,Casado,1,1,Mensual,Si,0,0
100704,34,43651,F,Casado,1,2,Mensual,Si,1,0
100306,44,43650,M,Casado,0,1,Mensual,Si,0,0
100645,45,43648,F,Casado,1,1,Mensual,Si,1,0
100367,27,43645,M,Casado,0,2,Mensual,Si,0,0
100507,38,43633,F,Casado,1,1,Mensual,Si,0,0
100614,29,43622,F,Casado,0,1,Mensual,Si,1,0
100782,37,43608,M,Casado,1,1,Mensual,Si,0,0
100272,31,43593,M,Casado,0,1,Mensual,Si,0,0
100598,79,43514,F,Casado,1,2,Mensual,Si,0,0
100405,53,43482,M,Casado,1,1,Mensual,Si,1,0
100368,45,43474,M,Casado,0,1,Mensual,Si,1,0
100519,35,43408,F,Casado,0,2,Mensual,Si,0,0
100589,54,43362,F,Casado,0,2,Mensual,Si,1,0
100724,38,43348,M,Casado,1,2,Mensual,Si,1,0
100311,75,43330,M,Casado,0,1,Mensual,Si,1,1
100369,56,43322,F,Casado,0,2,Mensual,Si,1,0
100530,34,43303,M,Casado,0,2,Mensual,Si,1,0
100640,71,43293,F,Casado,0,1,Mensual,Si,1,1
100342,35,43202,M,Casado,1,1,Mensual,Si,1,0
100739,81,43185,F,Casado,1,1,Mensual,Si,0,0
100321,73,65161,F,Casado,0,2,Mensual,Si,0,0
100789,44,43151,F,Casado,0,1,Mensual,Si,1,0
100729,24,43146,F,Casado,1,1,Mensual,Si,1,0
100633,43,43120,M,Casado,0,1,Mensual,Si,1,0
100410,27,43100,F,Casado,1,1,Mensual,Si,1,0
100431,31,43098,F,Casado,0,2,Mensual,Si,1,0
100316,32,43043,F,Casado,1,1,Mensual,Si,1,0
100663,27,42996,M,Casado,1,2,Mensual,Si,1,0
100564,43,42996,F,Casado,0,1,Mensual,Si,1,0
100471,30,42980,F,Casado,0,1,Mensual,Si,0,0
100552,36,42953,M,Casado,1,2,Mensual,Si,0,0
100392,32,42928,M,Casado,1,1,Mensual,Si,1,0
100290,47,42926,M,Casado,0,1,Mensual,Si,0,0
100699,46,42909,M,Casado,1,1,Mensual,Si,0,0
100646,35,42904,M,Casado,1,1,Mensual,Si,0,0
100750,48,42899,M,Casado,1,1,Mensual,Si,1,0
100517,63,42884,M,Casado,0,1,Mensual,Si,0,0
100547,21,42874,M,Casado,1,2,Mensual,Si,1,0
100317,32,71032,M,Casado,0,1,Mensual,Si,1,0
100612,28,42844,F,Casado,1,2,Mensual,Si,1,0
100420,31,42828,F,Casado,1,1,Mensual,Si,0,0
100780,20,42823,F,Casado,1,1,Mensual,Si,1,0
100518,21,70502,F,Casado,0,1,Mensual,Si,0,0
100654,19,42772,F,Casado,0,2,Mensual,Si,0,0
100653,33,42737,M,Casado,1,2,Mensual,Si,1,0
100447,32,42719,M,Casado,0,1,Mensual,Si,1,0
100723,67,42715,M,Casado,0,1,Mensual,Si,0,0
100678,41,42663,F,Casado,0,2,Mensual,Si,1,0
100651,48,42658,F,Casado,1,2,Mensual,Si,0,1
100582,85,42652,M,Casado,0,1,Mensual,Si,1,0
100286,21,42647,F,Casado,0,2,Mensual,Si,0,0
100576,76,42574,F,Casado,0,2,Mensual,Si,0,1
100613,39,42544,F,Casado,0,2,Mensual,Si,0,0
100480,34,42522,M,Casado,0,2,Mensual,Si,0,0
100634,32,42519,M,Casado,1,1,Mensual,Si,1,0
100308,44,42471,F,Casado,1,2,Mensual,Si,1,0
100791,34,42464,M,Casado,0,2,Mensual,Si,1,0
100658,26,42443,F,Casado,1,2,Mensual,Si,1,0
100742,32,42440,M,Casado,1,1,Mensual,Si,0,0
100331,45,42438,M,Casado,0,1,Mensual,Si,0,0
100686,51,42429,M,Casado,1,2,Mensual,Si,1,0
100474,79,42422,M,Casado,0,1,Mensual,Si,0,0
100751,41,42412,M,Casado,1,2,Mensual,Si,0,0
100332,64,42389,M,Casado,0,1,Mensual,Si,0,0
100546,36,42386,M,Casado,1,1,Mensual,Si,0,0
100482,38,42356,F,Casado,0,2,Mensual,Si,0,0
100779,38,42334,F,Casado,0,1,Mensual,Si,0,0
100387,42,42313,M,Casado,1,1,Mensual,Si,0,0
100644,55,42309,M,Casado,0,1,Mensual,Si,1,0
100649,33,42241,F,Casado,0,2,Mensual,Si,0,0
100371,29,42234,M,Casado,1,2,Mensual,Si,1,0
100680,56,42231,M,Casado,1,2,Mensual,Si,1,0
100318,55,42210,F,Casado,0,2,Mensual,Si,1,0
100408,69,42206,M,Casado,1,1,Mensual,Si,0,1
100362,31,42192,F,Casado,1,2,Mensual,Si,0,0
100647,36,42182,M,Casado,1,2,Mensual,Si,1,0
100479,57,42175,M,Casado,0,1,Mensual,Si,1,0
100313,33,42175,M,Casado,1,1,Mensual,Si,1,0
100289,50,42169,F,Casado,0,2,Mensual,Si,1,0
100276,36,42144,F,Casado,1,2,Mensual,Si,1,0
100617,44,42143,M,Casado,0,2,Mensual,Si,0,0
100281,26,42119,M,Casado,0,1,Mensual,Si,1,0
100550,40,42110,F,Casado,1,2,Mensual,Si,0,0
100714,62,42106,F,Casado,0,1,Mensual,Si,0,1
100560,53,42096,M,Casado,1,1,Mensual,Si,0,0
100498,28,42091,F,Casado,0,1,Mensual,Si,0,0
100747,76,42078,M,Casado,0,2,Mensual,Si,1,0
100298,61,42053,F,Casado,0,2,Mensual,Si,1,0
100525,27,42024,F,Casado,1,2,Mensual,Si,0,0
100299,32,41965,F,Casado,1,1,Mensual,Si,0,0
100636,27,41964,F,Casado,0,2,Mensual,Si,1,0
100291,45,41935,M,Casado,0,2,Mensual,Si,0,0
100340,32,41921,M,Casado,0,1,Mensual,Si,0,0
100786,21,41898,F,Casado,0,2,Mensual,Si,1,1
100339,38,41879,M,Casado,0,1,Mensual,Si,0,0
100656,56,41876,F,Casado,1,2,Mensual,Si,0,0
100643,41,41859,M,Casado,1,2,Mensual,Si,1,0
100557,48,41851,F,Casado,0,1,Mensual,Si,1,0
100433,42,41850,F,Casado,1,2,Mensual,Si,1,0
100464,52,41834,M,Casado,0,1,Mensual,Si,0,0
100455,44,41793,M,Casado,0,2,Mensual,Si,0,0
100305,37,41777,M,Casado,1,1,Mensual,Si,1,0
100659,41,41774,F,Casado,0,1,Mensual,Si,0,0
100559,70,41769,M,Casado,0,2,Mensual,Si,1,1
100475,49,41767,M,Casado,0,2,Mensual,Si,0,0
100393,28,41766,M,Casado,0,1,Mensual,Si,1,0
100762,40,41750,F,Casado,0,1,Mensual,Si,0,0
100438,44,41735,F,Casado,0,1,Mensual,Si,0,0
100483,37,41725,M,Casado,0,2,Mensual,Si,1,0
100397,21,41704,F,Casado,0,2,Mensual,Si,1,0
100669,29,41696,F,Casado,1,1,Mensual,Si,0,0
100788,34,41676,F,Casado,1,2,Mensual,Si,0,0
100441,81,41676,F,Casado,1,2,Mensual,Si,0,1
100274,47,41639,M,Casado,1,2,Mensual,Si,0,1
100372,23,41631,F,Casado,1,1,Mensual,Si,1,0
100413,38,41629,M,Casado,1,2,Mensual,Si,1,0
100278,65,41624,M,Casado,0,2,Mensual,Si,1,0
100406,32,41552,F,Casado,1,2,Mensual,Si,0,0
100484,58,41530,M,Casado,1,1,Mensual,Si,0,0
100309,24,41513,F,Casado,1,2,Mensual,Si,1,1
100553,18,41506,F,Casado,0,1,Mensual,Si,0,0
100380,62,41492,F,Casado,0,1,Mensual,Si,1,1
100359,33,41489,M,Casado,1,1,Mensual,Si,1,0
100366,34,41483,F,Casado,1,2,Mensual,Si,0,0
100520,42,41432,M,Casado,1,1,Mensual,Si,1,0
100304,46,41421,F,Casado,0,2,Mensual,Si,1,0
100719,19,41315,F,Casado,0,1,Mensual,Si,0,0
100349,31,41300,F,Casado,0,2,Mensual,Si,0,0
100513,40,41283,M,Casado,0,2,Mensual,Si,1,0
100277,46,41281,M,Casado,0,1,Mensual,Si,1,0
100275,28,41270,F,Casado,1,1,Mensual,Si,1,0
100437,36,41248,M,Casado,1,2,Mensual,Si,1,0
100404,32,72127,M,Casado,0,2,Mensual,Si,1,0
100616,43,41205,F,Casado,0,2,Mensual,Si,1,0
100637,61,41178,F,Casado,1,1,Mensual,Si,1,0
100315,35,41169,F,Casado,1,2,Mensual,Si,1,0
100638,25,41168,M,Casado,1,2,Mensual,Si,1,0
100744,30,41162,F,Casado,0,2,Mensual,Si,1,0
100395,76,41159,M,Casado,0,2,Mensual,Si,0,0
100556,29,41158,F,Casado,1,2,Mensual,Si,0,0
100457,26,41132,F,Casado,0,2,Mensual,Si,1,0
100639,34,41095,F,Casado,0,1,Mensual,Si,0,0
100783,38,41091,M,Casado,0,2,Mensual,Si,1,0
100478,32,41086,M,Casado,1,1,Mensual,Si,1,1
100314,24,41083,F,Casado,0,2,Mensual,Si,1,0
100287,44,41068,M,Casado,1,1,Mensual,Si,1,0
100740,43,41048,M,Casado,0,1,Mensual,Si,1,0
100434,51,40992,M,Casado,1,2,Mensual,Si,0,0
100508,42,40991,M,Casado,1,2,Mensual,Si,0,0
100652,73,40983,F,Casado,1,1,Mensual,Si,0,1
100400,53,40971,F,Casado,0,1,Mensual,Si,1,1
100577,48,40964,M,Casado,1,1,Mensual,Si,1,0
100514,62,40949,F,Casado,1,2,Mensual,Si,0,1
100391,41,40949,F,Casado,0,2,Mensual,Si,1,0
100685,37,40940,F,Casado,1,2,Mensual,Si,1,0
100364,44,40940,M,Casado,1,2,Mensual,Si,1,0
100370,21,51833,F,Casado,1,1,Mensual,Si,0,0
100610,41,40912,M,Casado,0,1,Mensual,Si,0,0
100435,38,40909,F,Casado,0,1,Mensual,Si,0,0
100800,46,40906,M,Casado,1,2,Mensual,Si,0,0
100544,58,40904,M,Casado,0,2,Mensual,Si,1,0
100504,49,40875,M,Casado,0,1,Mensual,Si,0,0
100467,30,40866,M,Casado,1,2,Mensual,Si,1,0
100611,54,40855,F,Casado,0,1,Mensual,Si,1,0
100336,74,40782,F,Casado,0,2,Mensual,Si,0,0
100717,59,40728,M,Casado,1,1,Mensual,Si,1,0
100584,25,40693,M,Casado,0,2,Mensual,Si,0,0
100667,49,40658,F,Casado,0,1,Mensual,Si,0,0
100307,26,40653,F,Casado,0,2,Mensual,Si,0,0
100687,35,40645,F,Casado,1,2,Mensual,Si,0,0
100619,45,40645,F,Casado,1,2,Mensual,Si,0,0
100333,43,40636,F,Casado,1,1,Mensual,Si,1,0
100748,59,40626,F,Casado,1,2,Mensual,Si,1,1
100689,74,40626,M,Casado,1,2,Mensual,Si,0,1
100787,47,40609,M,Casado,1,1,Mensual,Si,0,0
100555,34,40605,F,Casado,1,2,Mensual,Si,0,0
100312,21,40592,F,Casado,1,1,Mensual,Si,0,0
100296,65,40583,M,Casado,1,2,Mensual,Si,1,0
100341,38,40543,F,Casado,1,1,Mensual,Si,0,0
100351,39,40526,M,Casado,1,1,Mensual,Si,1,0
100446,40,40507,M,Casado,1,1,Mensual,Si,1,0
100481,46,46215,M,Casado,1,1,Mensual,Si,1,0
100801,47,40473,F,Casado,1,1,Mensual,Si,1,0
100726,35,40460,F,Casado,1,2,Mensual,Si,1,0
100515,38,40446,M,Casado,0,2,Mensual,Si,1,0
100713,31,40438,M,Casado,1,2,Mensual,Si,1,0
