ID,EDAD,INGRESOS,GENERO,ESTADO_CIVIL,NUM_HIJOS,NUM_TARJETAS,MODALIDAD_PAGO,HIPOTECA,PRESTAMOS,RIESGO
100671,38,51859,f,married,0,2,monthly,y,1,F
100767,30,51724,m,married,1,1,monthly,y,1,F
100697,32,51561,m,married,0,2,monthly,y,0,F
100765,43,51498,m,married,0,1,monthly,y,1,F
100797,47,51385,f,married,0,1,monthly,y,0,F
100324,47,51383,f,married,0,2,monthly,y,1,F
100419,47,51219,m,married,0,2,monthly,y,1,F
100662,26,50833,m,married,1,1,monthly,y,1,F
100754,30,50816,m,married,0,2,monthly,y,1,F
100375,40,50808,f,married,1,2,monthly,y,0,F
100490,59,50799,m,married,1,2,monthly,y,0,F
100664,85,50631,f,married,0,2,monthly,y,0,V
100621,44,66351,f,married,1,2,monthly,y,0,F
100793,52,50552,m,married,0,1,monthly,y,0,V
100493,25,50515,f,married,0,1,monthly,y,1,F
100593,51,50445,m,married,0,1,monthly,y,1,F
100500,84,50302,m,married,1,2,monthly,y,0,F
100322,30,50295,f,married,1,1,monthly,y,0,F
100628,32,50199,f,married,0,1,monthly,y,0,F
100571,54,50076,m,married,1,1,monthly,y,1,F
100529,40,50075,m,married,0,2,monthly,y,0,F
100535,21,49988,f,married,1,2,monthly,y,0,F
100799,33,49866,f,married,0,1,monthly,y,0,F
100660,68,49850,m,married,0,2,monthly,y,1,V
100731,35,49789,f,married,0,2,monthly,y,0,F
100344,35,104975,m,married,0,1,monthly,y,1,V
100373,53,49678,m,married,0,2,monthly,y,0,F
100622,45,49600,m,married,1,2,monthly,y,1,F
100594,35,49529,f,married,1,1,monthly,y,0,F
100705,31,49485,m,married,1,1,monthly,y,1,V
100605,85,49415,m,married,0,1,monthly,y,0,V
100487,63,49409,m,married,1,2,monthly,y,1,F
100604,47,49407,m,married,1,2,monthly,y,0,F
100378,48,49075,m,married,1,2,monthly,y,0,F
100382,37,49008,f,married,1,2,monthly,y,0,F
100423,44,49007,m,married,1,1,monthly,y,0,V
100532,36,48931,m,married,1,2,monthly,y,0,F
100802,29,48607,f,married,1,2,monthly,y,1,F
100623,45,48599,m,married,0,1,monthly,y,1,F
100388,35,48511,m,married,0,1,monthly,y,0,F
100693,46,48414,m,married,1,2,monthly,y,0,F
100293,49,48336,m,married,1,2,monthly,y,0,F
100489,47,48084,m,married,0,2,monthly,y,1,F
100527,28,48061,f,married,1,2,monthly,y,0,F
100411,34,47833,m,married,1,1,monthly,y,0,F
100495,35,47734,m,married,0,2,monthly,y,1,F
100732,57,47623,f,married,0,2,monthly,y,1,F
100422,56,47623,m,married,0,1,monthly,y,1,F
100661,30,47568,f,married,0,2,monthly,y,1,F
100539,25,47470,f,married,1,1,monthly,y,0,F
100499,85,47422,f,married,0,2,monthly,y,1,V
100595,46,47161,m,married,1,2,monthly,y,1,F
100798,25,47111,m,married,0,2,monthly,y,1,F
100759,32,47035,m,married,0,1,monthly,y,0,F
100456,58,47026,m,married,1,2,monthly,y,0,F
100596,85,47019,m,married,0,1,monthly,y,1,F
100706,80,46965,f,married,1,1,monthly,y,1,F
100323,45,46955,m,married,0,2,monthly,y,1,F
100451,39,46949,f,married,0,2,monthly,y,1,F
100565,27,46823,m,married,0,1,monthly,y,1,F
100491,40,46785,f,married,1,1,monthly,y,1,V
100458,28,46645,m,married,1,1,monthly,y,0,F
100701,34,46501,f,married,1,2,monthly,y,1,F
100569,54,46168,f,married,1,1,monthly,y,1,F
100707,36,46119,m,married,1,1,monthly,y,0,F
100625,35,67398,f,married,1,2,monthly,y,0,F
100468,38,45970,m,married,0,1,monthly,y,0,F
100470,85,45949,f,married,1,1,monthly,y,0,F
100579,27,45904,f,married,1,1,monthly,y,0,F
100453,44,45869,f,married,0,2,monthly,y,1,F
100516,77,45849,m,married,1,2,monthly,y,1,F
100581,38,45841,f,married,1,2,monthly,y,0,F
100338,63,45813,f,married,1,1,monthly,y,0,F
100578,25,45750,f,married,0,1,monthly,y,1,F
100561,36,45721,m,married,0,1,monthly,y,1,F
100282,29,45715,m,married,0,2,monthly,y,1,F
100684,38,45712,f,married,1,2,monthly,y,0,F
100273,39,45706,f,married,0,2,monthly,y,1,F
100343,40,45687,m,married,1,2,monthly,y,1,F
100485,54,45673,m,married,0,1,monthly,y,0,F
100472,20,45659,f,married,0,1,monthly,y,1,F
100688,31,45654,m,married,0,2,monthly,y,0,F
100512,42,53646,m,married,0,1,monthly,y,0,F
100679,22,45584,f,married,1,1,monthly,y,0,F
100683,50,45549,m,married,1,1,monthly,y,0,F
100600,31,45537,m,married,0,2,monthly,y,1,F
100436,37,45518,f,married,1,1,monthly,y,1,F
100618,55,45463,m,married,0,2,monthly,y,1,F
100763,64,45452,f,married,1,1,monthly,y,1,V
100536,50,45450,f,married,0,1,monthly,y,0,F
100558,26,45419,F,married,0,2,monthly,y,0,F
100722,49,45390,f,married,0,2,monthly,y,0,F
100703,51,45368,f,married,0,2,monthly,y,1,F
100733,47,45318,m,married,1,1,monthly,y,1,F
100745,68,45313,f,married,0,2,monthly,y,1,F
100650,40,45283,f,married,1,1,monthly,y,1,F
100588,67,45266,f,married,0,1,monthly,y,0,F
100587,67,45246,f,married,0,1,monthly,y,1,F
100718,51,45240,m,married,0,2,monthly,y,1,F
100449,44,45238,f,married,0,2,monthly,y,1,F
100716,47,88910,m,married,1,2,monthly,y,1,F
100330,75,45217,m,married,0,1,monthly,y,0,V
100337,59,45209,m,married,1,2,monthly,y,0,F
100746,27,45194,m,married,1,2,monthly,y,1,F
100531,46,45159,f,married,1,1,monthly,y,0,F
100505,29,45153,f,married,0,2,monthly,y,1,F
100365,31,45115,f,married,1,2,monthly,y,1,F
100562,34,45103,f,married,0,1,monthly,y,1,F
100537,24,45081,f,married,0,2,monthly,y,1,F
100430,28,45066,m,married,0,1,monthly,y,1,F
100284,70,45049,m,married,1,2,monthly,y,1,F
100741,31,45001,f,married,0,1,monthly,y,1,F
100394,54,44997,f,married,0,1,monthly,y,1,F
100285,42,44974,m,married,1,2,monthly,y,0,F
100288,48,44956,f,married,0,2,monthly,y,1,F
100523,49,44936,f,married,1,1,monthly,y,0,F
100691,28,44898,m,married,1,1,monthly,y,0,F
100334,54,44895,f,married,1,2,monthly,y,1,F
100602,26,44892,m,married,1,2,monthly,y,0,F
100403,30,44831,m,married,1,1,monthly,y,1,F
100764,49,44787,m,married,1,2,monthly,y,0,F
100329,27,44781,m,married,1,1,monthly,y,0,F
100440,21,44772,m,married,1,1,monthly,y,0,F
100279,45,44756,f,married,1,1,monthly,y,1,F
100677,23,44728,f,married,0,2,monthly,y,0,F
100620,51,44705,f,married,1,1,monthly,y,0,V
100402,35,44684,f,married,1,1,monthly,y,1,F
100720,44,44682,f,married,0,1,monthly,y,1,F
100627,44,44671,f,married,1,2,monthly,y,1,F
100399,52,44617,f,married,1,2,monthly,y,1,F
100361,49,44613,m,married,0,2,monthly,y,0,F
100676,27,44597,f,married,1,2,monthly,y,0,F
100681,36,44582,f,married,0,1,monthly,y,1,F
100641,44,44534,m,married,0,2,monthly,y,0,F
100320,68,44483,f,married,0,2,monthly,y,0,F
100580,50,44477,f,married,0,1,monthly,y,0,F
100549,65,44460,m,married,0,1,monthly,y,1,F
100496,45,44449,m,married,1,1,monthly,y,0,F
100396,60,44442,m,married,1,1,monthly,y,0,F
100534,43,44413,m,married,0,2,monthly,y,0,F
100752,58,44395,m,married,1,2,monthly,y,1,V
100521,34,44394,m,married,1,1,monthly,y,0,F
100586,71,44378,f,married,1,2,monthly,y,0,F
100533,47,44363,m,married,0,1,monthly,y,1,F
100476,24,44318,m,married,1,1,monthly,y,0,F
100737,45,44306,F,married,0,2,monthly,y,1,V
100615,50,44298,f,married,0,2,monthly,y,0,F
100781,55,44294,m,married,1,2,monthly,y,1,F
100548,83,44272,f,married,0,1,monthly,y,1,V
100442,33,44271,f,married,0,1,monthly,y,1,F
100682,83,44270,f,married,0,2,monthly,y,1,V
100784,39,44261,m,married,0,1,monthly,y,1,F
100792,30,44230,f,married,1,2,monthly,y,0,F
100432,33,44202,f,married,0,2,monthly,y,0,F
100280,49,44202,m,married,1,2,monthly,y,0,F
100445,29,44194,m,married,0,2,monthly,y,1,F
100363,35,44193,f,married,1,1,monthly,y,0,F
100398,45,44187,f,married,1,1,monthly,y,0,F
100417,71,44159,m,married,1,1,monthly,y,0,F
100715,54,44150,m,married,0,2,monthly,y,1,F
100503,40,44095,f,married,0,1,monthly,y,0,F
100790,48,44072,m,married,1,1,monthly,y,0,V
100360,43,44052,f,married,0,2,monthly,y,0,F
100465,26,44048,m,married,1,1,monthly,y,0,F
100635,77,44039,f,married,1,2,monthly,y,1,F
100585,72,44010,f,married,0,2,monthly,y,1,F
100736,38,44005,m,married,1,2,monthly,y,1,F
100407,33,43989,m,married,0,1,monthly,y,1,F
100522,26,43982,m,married,1,2,monthly,y,0,F
100696,50,43977,m,married,0,1,monthly,y,1,F
100510,50,43976,f,married,0,2,monthly,y,0,F
100310,29,43972,f,married,0,1,monthly,y,1,F
100409,43,43957,f,married,1,2,monthly,y,1,F
100353,54,43908,f,married,0,1,monthly,y,0,F
100424,32,43895,f,married,0,1,monthly,y,1,F
100439,36,43890,f,married,0,2,monthly,y,1,F
100444,36,43888,m,married,0,1,monthly,y,1,F
100749,30,43876,f,married,1,2,monthly,y,1,F
100443,37,43874,m,married,0,2,monthly,y,1,F
100511,23,43835,m,married,0,2,monthly,y,1,F
100785,36,43823,m,married,1,2,monthly,y,1,F
100506,36,43820,m,married,1,2,monthly,y,0,F
100283,38,43800,m,married,1,2,monthly,y,0,F
100454,47,43799,m,married,1,1,monthly,y,0,F
100303,26,43795,m,married,0,2,monthly,y,0,F
100760,27,43794,f,married,0,2,monthly,y,0,F
100477,30,43761,f,married,0,1,monthly,y,0,F
100473,25,43750,m,married,1,1,monthly,y,1,F
100642,49,43739,m,married,1,1,monthly,y,1,F
100551,32,43707,f,married,1,1,monthly,y,0,F
100624,39,43677,f,married,0,1,monthly,y,0,F
100721,29,43669,m,married,1,1,monthly,y,0,F
100704,34,43651,F,married,1,2,monthly,y,1,F
100306,44,43650,m,married,0,1,monthly,y,0,F
100645,45,43648,f,married,1,1,monthly,y,1,F
100367,27,43645,m,married,0,2,monthly,y,0,F
100507,38,43633,f,married,1,1,monthly,y,0,F
100614,29,43622,f,married,0,1,monthly,y,1,F
100782,37,43608,m,married,1,1,monthly,y,0,F
100272,31,43593,m,married,0,1,monthly,y,0,F
100598,79,43514,F,married,1,2,monthly,y,0,F
100405,53,43482,m,married,1,1,monthly,y,1,F
100368,45,43474,m,married,0,1,monthly,y,1,F
100519,35,43408,f,married,0,2,monthly,y,0,F
100589,54,43362,f,married,0,2,monthly,y,1,F
100724,38,43348,m,married,1,2,monthly,y,1,F
100311,75,43330,m,married,0,1,monthly,y,1,V
100369,56,43322,f,married,0,2,monthly,y,1,F
100530,34,43303,m,married,0,2,monthly,y,1,F
100640,71,43293,f,married,0,1,monthly,y,1,V
100342,35,43202,m,married,1,1,monthly,y,1,F
100739,81,43185,f,married,1,1,monthly,y,0,F
100321,73,65161,f,married,0,2,monthly,y,0,F
100789,44,43151,f,married,0,1,monthly,y,1,F
100729,24,43146,f,married,1,1,monthly,y,1,F
100633,43,43120,m,married,0,1,monthly,y,1,F
100410,27,43100,f,married,1,1,monthly,y,1,F
100431,31,43098,f,married,0,2,monthly,y,1,F
100316,32,43043,f,married,1,1,monthly,y,1,F
100663,27,42996,m,married,1,2,monthly,y,1,F
100564,43,42996,f,married,0,1,monthly,y,1,F
100471,30,42980,f,married,0,1,monthly,y,0,F
100552,36,42953,m,married,1,2,monthly,y,0,F
100392,32,42928,m,married,1,1,monthly,y,1,F
100290,47,42926,m,married,0,1,monthly,y,0,F
100699,46,42909,m,married,1,1,monthly,y,0,F
100646,35,42904,m,married,1,1,monthly,y,0,F
100750,48,42899,m,married,1,1,monthly,y,1,F
100517,63,42884,m,married,0,1,monthly,y,0,F
100547,21,42874,m,married,1,2,monthly,y,1,F
100317,32,71032,m,married,0,1,monthly,y,1,F
100612,28,42844,f,married,1,2,monthly,y,1,F
100420,31,42828,f,married,1,1,monthly,y,0,F
100780,20,42823,f,married,1,1,monthly,y,1,F
100518,21,70502,f,married,0,1,monthly,y,0,F
100654,19,42772,f,married,0,2,monthly,y,0,F
100653,33,42737,m,married,1,2,monthly,y,1,F
100447,32,42719,m,married,0,1,monthly,y,1,F
100723,67,42715,m,married,0,1,monthly,y,0,F
100678,41,42663,f,married,0,2,monthly,y,1,F
100651,48,42658,f,married,1,2,monthly,y,0,V
100582,85,42652,m,married,0,1,monthly,y,1,F
100286,21,42647,f,married,0,2,monthly,y,0,F
100576,76,42574,f,married,0,2,monthly,y,0,V
100613,39,42544,f,married,0,2,monthly,y,0,F
100480,34,42522,m,married,0,2,monthly,y,0,F
100634,32,42519,m,married,1,1,monthly,y,1,F
100308,44,42471,f,married,1,2,monthly,y,1,F
100791,34,42464,m,married,0,2,monthly,y,1,F
100658,26,42443,f,married,1,2,monthly,y,1,F
100742,32,42440,m,married,1,1,monthly,y,0,F
100331,45,42438,m,married,0,1,monthly,y,0,F
100686,51,42429,m,married,1,2,monthly,y,1,F
100474,79,42422,m,married,0,1,monthly,y,0,F
100751,41,42412,m,married,1,2,monthly,y,0,F
100332,64,42389,m,married,0,1,monthly,y,0,F
100546,36,42386,m,married,1,1,monthly,y,0,F
100482,38,42356,f,married,0,2,monthly,y,0,F
100779,38,42334,f,married,0,1,monthly,y,0,F
100387,42,42313,m,married,1,1,monthly,y,0,F
100644,55,42309,m,married,0,1,monthly,y,1,F
100649,33,42241,f,married,0,2,monthly,y,0,F
100371,29,42234,m,married,1,2,monthly,y,1,F
100680,56,42231,m,married,1,2,monthly,y,1,F
100318,55,42210,f,married,0,2,monthly,y,1,F
100408,69,42206,m,married,1,1,monthly,y,0,V
100362,31,42192,f,married,1,2,monthly,y,0,F
100647,36,42182,m,married,1,2,monthly,y,1,F
100479,57,42175,m,married,0,1,monthly,y,1,F
100313,33,42175,m,married,1,1,monthly,y,1,F
100289,50,42169,f,married,0,2,monthly,y,1,F
100276,36,42144,f,married,1,2,monthly,y,1,F
100617,44,42143,m,married,0,2,monthly,y,0,F
100281,26,42119,m,married,0,1,monthly,y,1,F
100550,40,42110,f,married,1,2,monthly,y,0,F
100714,62,42106,f,married,0,1,monthly,y,0,V
100560,53,42096,m,married,1,1,monthly,y,0,F
100498,28,42091,f,married,0,1,monthly,y,0,F
100747,76,42078,m,married,0,2,monthly,y,1,F
100298,61,42053,f,married,0,2,monthly,y,1,F
100525,27,42024,f,married,1,2,monthly,y,0,F
100299,32,41965,f,married,1,1,monthly,y,0,F
100636,27,41964,f,married,0,2,monthly,y,1,F
100291,45,41935,m,married,0,2,monthly,y,0,F
100340,32,41921,m,married,0,1,monthly,y,0,F
100786,21,41898,f,married,0,2,monthly,y,1,V
100339,38,41879,m,married,0,1,monthly,y,0,F
100656,56,41876,f,married,1,2,monthly,y,0,F
100643,41,41859,m,married,1,2,monthly,y,1,F
100557,48,41851,f,married,0,1,monthly,y,1,F
100433,42,41850,f,married,1,2,monthly,y,1,F
100464,52,41834,m,married,0,1,monthly,y,0,F
100455,44,41793,m,married,0,2,monthly,y,0,F
100305,37,41777,m,married,1,1,monthly,y,1,F
100659,41,41774,f,married,0,1,monthly,y,0,F
100559,70,41769,m,married,0,2,monthly,y,1,V
100475,49,41767,m,married,0,2,monthly,y,0,F
100393,28,41766,m,married,0,1,monthly,y,1,F
100762,40,41750,f,married,0,1,monthly,y,0,F
100438,44,41735,f,married,0,1,monthly,y,0,F
100483,37,41725,m,married,0,2,monthly,y,1,F
100397,21,41704,f,married,0,2,monthly,y,1,F
100669,29,41696,f,married,1,1,monthly,y,0,F
100788,34,41676,f,married,1,2,monthly,y,0,F
100441,81,41676,f,married,1,2,monthly,y,0,V
100274,47,41639,m,married,1,2,monthly,y,0,V
100372,23,41631,f,married,1,1,monthly,y,1,F
100413,38,41629,m,married,1,2,monthly,y,1,F
100278,65,41624,m,married,0,2,monthly,y,1,F
100406,32,41552,f,married,1,2,monthly,y,0,F
100484,58,41530,m,married,1,1,monthly,y,0,F
100309,24,41513,f,married,1,2,monthly,y,1,V
100553,18,41506,f,married,0,1,monthly,y,0,F
100380,62,41492,f,married,0,1,monthly,y,1,V
100359,33,41489,m,married,1,1,monthly,y,1,F
100366,34,41483,F,married,1,2,monthly,y,0,F
100520,42,41432,m,married,1,1,monthly,y,1,F
100304,46,41421,f,married,0,2,monthly,y,1,F
100719,19,41315,f,married,0,1,monthly,y,0,F
100349,31,41300,f,married,0,2,monthly,y,0,F
100513,40,41283,m,married,0,2,monthly,y,1,F
100277,46,41281,m,married,0,1,monthly,y,1,F
100275,28,41270,F,married,1,1,monthly,y,1,F
100437,36,41248,m,married,1,2,monthly,y,1,F
100404,32,72127,m,married,0,2,monthly,y,1,F
100616,43,41205,f,married,0,2,monthly,y,1,F
100637,61,41178,f,married,1,1,monthly,y,1,F
100315,35,41169,f,married,1,2,monthly,y,1,F
100638,25,41168,m,married,1,2,monthly,y,1,F
100744,30,41162,f,married,0,2,monthly,y,1,F
100395,76,41159,m,married,0,2,monthly,y,0,F
100556,29,41158,f,married,1,2,monthly,y,0,F
100457,26,41132,f,married,0,2,monthly,y,1,F
100639,34,41095,f,married,0,1,monthly,y,0,F
100783,38,41091,m,married,0,2,monthly,y,1,F
100478,32,41086,m,married,1,1,monthly,y,1,V
100314,24,41083,f,married,0,2,monthly,y,1,F
100287,44,41068,m,married,1,1,monthly,y,1,F
100740,43,41048,m,married,0,1,monthly,y,1,F
100434,51,40992,m,married,1,2,monthly,y,0,F
100508,42,40991,m,married,1,2,monthly,y,0,F
100652,73,40983,f,married,1,1,monthly,y,0,V
100400,53,40971,f,married,0,1,monthly,y,1,V
100577,48,40964,m,married,1,1,monthly,y,1,F
100514,62,40949,f,married,1,2,monthly,y,0,V
100391,41,40949,f,married,0,2,monthly,y,1,F
100685,37,40940,f,married,1,2,monthly,y,1,F
100364,44,40940,m,married,1,2,monthly,y,1,F
100370,21,51833,f,married,1,1,monthly,y,0,F
100610,41,40912,m,married,0,1,monthly,y,0,F
100435,38,40909,f,married,0,1,monthly,y,0,F
100800,46,40906,m,married,1,2,monthly,y,0,F
100544,58,40904,m,married,0,2,monthly,y,1,F
100504,49,40875,m,married,0,1,monthly,y,0,F
100467,30,40866,m,married,1,2,monthly,y,1,F
100611,54,40855,f,married,0,1,monthly,y,1,F
100336,74,40782,f,married,0,2,monthly,y,0,F
100717,59,40728,m,married,1,1,monthly,y,1,F
100584,25,40693,m,married,0,2,monthly,y,0,F
100667,49,40658,f,married,0,1,monthly,y,0,F
100307,26,40653,f,married,0,2,monthly,y,0,F
100687,35,40645,f,married,1,2,monthly,y,0,F
100619,45,40645,f,Married,1,2,monthly,y,0,F
100333,43,40636,f,married,1,1,monthly,y,1,F
100748,59,40626,f,married,1,2,monthly,y,1,V
100689,74,40626,m,married,1,2,monthly,y,0,V
100787,47,40609,m,married,1,1,monthly,y,0,F
100555,34,40605,F,married,1,2,monthly,y,0,F
100312,21,40592,f,married,1,1,monthly,y,0,F
100296,65,40583,m,married,1,2,monthly,y,1,F
100341,38,40543,f,married,1,1,monthly,y,0,F
100351,39,40526,m,married,1,1,monthly,y,1,F
100446,40,40507,m,married,1,1,monthly,y,1,F
100481,46,46215,m,married,1,1,monthly,y,1,F
100801,47,40473,f,married,1,1,monthly,y,1,F
100726,35,40460,f,married,1,2,monthly,y,1,F
100515,38,40446,m,married,0,2,monthly,y,1,F
100713,31,40438,m,married,1,2,monthly,y,1,F
100545,30,40437,f,married,1,1,monthly,y,1,F
100738,30,40425,m,married,0,1,monthly,y,1,V
100538,38,40398,m,married,0,2,monthly,y,1,F
100743,28,66908,m,married,0,1,monthly,y,1,F
100401,18,40340,m,married,0,2,monthly,y,1,F
100583,34,40335,m,married,1,2,monthly,y,0,F
100543,26,40328,f,married,0,1,monthly,y,1,F
100466,41,40326,f,married,0,2,monthly,y,1,F
100297,31,40263,m,married,0,2,monthly,y,1,F
100648,47,40246,m,married,0,1,monthly,y,1,F
100469,26,40204,f,married,0,2,monthly,y,1,F
100335,22,40187,f,married,1,2,monthly,y,1,F
100692,38,40182,m,married,1,1,monthly,y,1,F
100528,34,40179,f,married,0,1,monthly,y,0,F
100690,25,40176,m,married,1,2,monthly,y,0,V
100554,53,40171,f,married,0,2,monthly,y,0,F
100655,28,40100,f,married,1,1,monthly,y,0,F
100575,30,40057,m,married,0,1,monthly,y,1,F
100509,57,40020,m,married,1,2,monthly,y,0,F
100178,48,39925,m,single,0,1,monthly,y,0,F
100459,27,39899,f,married,0,2,monthly,y,0,F
100355,35,39859,f,married,0,2,monthly,y,1,F
100301,26,39696,m,married,0,1,monthly,y,0,F
100105,55,39676,m,single,0,0,monthly,y,0,F
100574,55,39589,f,married,0,1,monthly,y,0,F
100061,79,39476,f,single,0,0,monthly,y,0,V
100177,85,39446,m,single,0,0,monthly,y,0,V
100778,31,39416,f,married,1,1,monthly,y,1,F
100255,51,39379,f,single,0,0,monthly,y,0,V
100191,22,39326,f,single,0,1,monthly,y,0,F
100428,42,39277,f,married,0,1,monthly,y,1,F
100134,46,39207,m,single,0,1,monthly,y,0,F
100572,28,39188,m,married,0,2,monthly,y,0,F
100109,31,68067,F,single,0,0,monthly,y,0,V
100047,55,39121,f,single,0,0,monthly,y,0,F
100776,47,39087,f,married,1,2,monthly,y,1,F
100146,74,39028,f,single,0,0,monthly,y,0,V
100108,70,39024,f,single,0,0,monthly,y,0,V
100243,23,38858,f,single,0,0,monthly,y,0,V
100106,32,38677,m,single,0,0,monthly,y,0,F
100710,27,38654,F,married,1,1,monthly,y,0,F
100327,52,38537,f,married,1,1,monthly,y,0,F
100160,44,38191,f,single,0,0,monthly,y,0,F
100257,28,78612,m,single,0,1,monthly,y,0,F
100268,29,37895,f,single,0,1,monthly,y,0,F
100119,63,37885,m,single,0,1,monthly,y,0,F
100675,34,37837,m,married,1,2,monthly,y,1,F
100501,21,37810,f,married,1,2,monthly,y,0,F
100144,27,37613,f,single,0,0,monthly,y,0,F
100015,81,81285,f,single,0,1,monthly,y,0,V
100175,58,37533,f,single,0,1,monthly,y,0,F
100269,25,37520,m,single,0,1,monthly,y,0,V
100145,42,37476,m,single,0,0,monthly,y,0,V
100130,56,37394,F,single,0,0,monthly,y,0,F
100235,23,37367,m,single,0,1,monthly,y,0,F
100260,59,37282,m,single,0,0,monthly,y,0,F
100077,46,37234,m,single,0,0,monthly,y,0,F
100118,30,37062,f,single,0,1,monthly,y,0,F
100196,49,36972,f,single,0,1,monthly,y,0,F
100048,44,36893,m,single,0,1,monthly,y,0,F
100224,45,36873,f,single,0,1,monthly,y,0,V
100772,41,36852,f,married,0,2,monthly,y,0,F
100460,29,36623,f,married,0,2,monthly,y,1,F
100153,30,36487,m,single,0,1,monthly,y,0,V
100267,36,36358,f,single,0,1,monthly,y,0,F
100076,40,36356,f,single,0,1,monthly,y,0,F
100711,51,36296,m,married,1,1,monthly,y,1,F
100270,82,36276,f,single,0,1,monthly,y,0,V
100709,43,36255,m,married,0,2,monthly,y,1,F
